,Date,Ethane,Ethylene,Propane,Propylene,Iso-butane,N-butane,Acetylene,Trans-2-butene,1-butene,Cis-2-butene,Cyclopentane,Iso-pentane,N-pentane,"1,3-butadiene",Trans-2-pentene,1-pentene,Cis-2-pentene,"2,2-dimethylbutane","2,3-dimethylbutane",2-methylpentane,3-methylpentane,Isoprene,2-methyl-1-pentene,1-hexene,N-hexane,Methylcyclopentane,"2,4-dimethylpentane",Benzene,Cyclohexane,2-methylhexane,"2,3-dimethylpentane",3-methylhexane,"2,2,4-trimethylpentane",N-heptane,Methylcyclohexane,"2,3,4-trimethylpentane",Toluene,2-methylheptane,3-methylheptane,N-octane,Ethylbenzene,M&p-xylene,Styrene,O-xylene,N-nonane,Iso-propylbenzene,Alpha-pinene,N-propylbenzene,M-ethyltoluene,P-ethyltoluene,"1,3,5-tri-m-benzene",O-ethyltoluene,Beta-pinene,"1,2,4-tri-m-benzene",N-decane,"1,2,3-tri-m-benzene",M-diethylbenzene,P-diethylbenzene,N-undecane,N-dodecane,TNMTC,TNMHC
0,2025-05-01,0.078055655,0.127390085,0.10797866,0.082203853,0.097361678,0.087842483,0.055647304,0.043039742,0.041851477,0.029815072,0.04629037,0.064683983,0.039727116,0.057630161,0.033336211,0.019727555,0.038408349,0.031532306,0.039956442,0.042617874,0.028312098,0.040727808,0.055647304,0.045751712,0.103401919,0.053189589,0.045059345,0.043663749,0.192023364,0.082184757,0.087019574,0.064261312,0.055415033,0.096396244,0.047209407,0.098142236,0.063267951,0.082245563,0.087970654,0.06676112,0.043888929,0.11422051,0.071308108,0.03827329,0.047331881,0.031818511,0.290982689,0.049961085,0.1098,0.06758161,0.064181312,0.050875593,0.094498014,0.090868478,0.043351442,0.0623,0.047420049,0.0663,0.120920325,0.107645674,10,10
